City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Sioux Falls,US,43.55,-96.7003,93.06,45,0,18.41,clear sky
473,Nanakuli,US,21.3906,-158.1547,84.15,51,0,11.5,clear sky
474,Northfield,US,44.4583,-93.1616,82.35,41,0,13.8,clear sky
475,Waingapu,ID,-9.6567,120.2641,76.32,86,97,8.77,overcast clouds
476,Carballo,ES,43.213,-8.691,67.69,75,99,3.69,overcast clouds
477,Ayagoz,KZ,47.9714,80.4392,57.7,76,91,1.19,overcast clouds
478,Ballina,AU,-28.8667,153.5667,58.01,83,77,8.66,broken clouds
479,Nazareno,MX,25.3833,-103.4167,86.31,20,0,9.01,clear sky
480,Toora-Khem,RU,52.4675,96.11,48.65,82,23,0.34,few clouds
481,Jizan,SA,17.3333,42.6667,92.03,52,100,5.19,overcast clouds
482,Harper,LR,4.375,-7.7169,77.81,71,25,7.63,scattered clouds
483,Pandan,PH,14.0453,124.1694,80.19,84,61,5.93,broken clouds
484,Madang,PG,-5.2246,145.7966,76.33,88,100,2.33,overcast clouds
485,Vigrestad,NO,58.5667,5.7,56.59,70,100,13.82,overcast clouds
486,Cleethorpes,GB,53.5605,-0.0323,53.96,85,100,10.4,heavy intensity rain
487,Ornskoldsvik,SE,63.2909,18.7153,54.01,68,50,12.24,scattered clouds
488,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,55,0,14.83,clear sky
489,Takoradi,GH,4.8845,-1.7554,74.61,85,100,1.5,overcast clouds
490,Soltvadkert,HU,46.5789,19.3939,73.81,48,6,4.97,clear sky
491,Karasjok,NO,69.4719,25.5112,47.44,68,100,9.89,overcast clouds
492,Mount Isa,AU,-20.7333,139.5,62.37,55,6,6.91,clear sky
493,Severnyy,RU,50.677,36.5532,62.64,77,0,2.24,clear sky
494,Faro,PT,37.0194,-7.9322,74.17,78,0,24.16,clear sky
495,San Cristobal,VE,7.7669,-72.225,80.78,53,19,7.96,few clouds
496,Almeria,ES,37.1667,-2.3333,82.44,27,0,6.62,clear sky
497,Vanimo,PG,-2.6741,141.3028,76.62,88,100,5.06,overcast clouds
498,Teya,RU,60.3778,92.6267,54.46,96,100,0.96,overcast clouds
499,Takaka,NZ,-40.85,172.8,52.56,86,100,5.48,overcast clouds
500,Honiara,SB,-9.4333,159.95,76.17,84,65,4.85,broken clouds
501,Brenham,US,30.1669,-96.3977,98.06,45,40,6.91,scattered clouds
502,Ostersund,SE,63.1792,14.6357,49.6,81,40,10.36,scattered clouds
503,Tshikapa,CD,-6.4167,20.8,75.27,32,100,0.72,overcast clouds
504,Aluksne,LV,57.4167,27.05,56.07,82,100,9.86,overcast clouds
505,Sarakhs,IR,36.5449,61.1577,86.22,17,0,4.65,clear sky
506,Amahai,ID,-3.3333,128.9167,77.09,87,29,3.18,scattered clouds
507,Antofagasta,CL,-23.65,-70.4,60.08,69,63,5.57,broken clouds
508,Jacqueville,CI,5.2052,-4.4146,79.34,76,100,6.62,overcast clouds
509,Joniskis,LT,56.2403,23.6153,65.32,85,7,10.6,clear sky
510,Cayenne,GF,4.9333,-52.3333,84.24,13,40,12.66,scattered clouds
511,Znamenskoye,RU,57.1281,73.8282,56.32,95,70,1.88,broken clouds
512,Solwezi,ZM,-12.1688,26.3894,57.29,62,75,3.6,broken clouds
513,Mbuji-Mayi,CD,-6.15,23.6,79.25,34,53,3.31,broken clouds
514,Tiznit,MA,29.5833,-9.5,79.66,47,47,5.03,scattered clouds
515,Barbacena,BR,-21.2258,-43.7736,69.6,55,87,11.32,overcast clouds
516,Kabare,CD,-2.4683,28.8242,60.13,92,67,0.85,broken clouds
517,Bhabua,IN,25.05,83.6167,86.79,56,29,15.08,scattered clouds
518,Sumbe,AO,-11.2061,13.8437,69.01,84,83,8.97,broken clouds
519,Mokobeng,BW,-22.9965,27.6678,60.55,38,0,3.85,clear sky
520,Hofn,IS,64.2539,-15.2082,54.88,50,7,21.9,clear sky
521,Coihaique,CL,-45.5752,-72.0662,45.21,53,40,6.91,scattered clouds
522,Kiunga,PG,-6.1219,141.2906,73.87,99,95,2.19,overcast clouds
523,Peachland,CA,49.7665,-119.7357,76.68,43,63,1.99,broken clouds
524,Vila Velha,BR,-20.3297,-40.2925,84.15,58,0,8.05,clear sky
525,Komsomolskiy,UZ,40.4272,71.7189,77.58,35,100,3.96,overcast clouds
526,Ottawa,CA,45.4112,-75.6981,62.67,55,3,5.01,clear sky
527,Labuhan,ID,-6.8844,112.2051,77.86,86,100,5.41,light rain
528,Jiuquan,CN,39.7432,98.5174,65.88,47,100,19.15,light rain
529,Burnie,AU,-41.0667,145.9167,48.88,86,40,10.18,scattered clouds
530,Slavjanovo,BG,43.4667,24.8667,67.17,56,59,5.57,broken clouds
531,Alto Piquiri,BR,-24.0281,-53.4406,60.04,61,0,6.93,clear sky
532,Inhambane,MZ,-23.865,35.3833,67.48,73,0,10.65,clear sky
533,Camacha,PT,33.0833,-16.3333,67.42,83,40,12.66,scattered clouds
534,Pacific Grove,US,36.6177,-121.9166,71.02,64,0,13.8,clear sky
535,Basoko,CD,1.2391,23.616,70.39,95,100,0.56,overcast clouds
536,Plesetsk,RU,62.708,40.2916,48.15,90,98,3.4,overcast clouds
537,Zvishavane,ZW,-20.3267,30.0665,60.08,51,0,3.38,clear sky
538,Maniitsoq,GL,65.4167,-52.9,37.76,91,98,6.13,overcast clouds
539,Analipsis,GR,35.3167,25.5667,77.11,75,0,14.5,clear sky
540,Kumbo,CM,6.2,10.6667,59.31,96,100,1.72,light rain
541,Seymour,US,38.9592,-85.8903,78.1,42,0,4.0,clear sky
542,Fryanovo,RU,56.1333,38.45,54.59,77,100,1.57,overcast clouds
543,Kungurtug,RU,50.5994,97.5228,45.59,84,0,1.72,clear sky
544,Baghmara,IN,23.795,86.2085,83.3,65,100,9.13,overcast clouds
545,Mandalgovi,MN,45.7625,106.2708,65.53,62,100,15.26,overcast clouds
546,Marfino,RU,55.7028,37.3822,64.54,55,0,4.47,clear sky
547,Xiongyue,CN,40.1774,122.1228,66.78,91,10,2.71,clear sky
548,Coahuayana,MX,18.7333,-103.6833,87.4,54,91,4.21,overcast clouds
549,Gavle,SE,60.6745,17.1417,62.38,65,64,3.0,broken clouds
550,Dosso,NE,13.049,3.1937,90.48,39,72,5.88,broken clouds
551,Jvari,GE,42.7169,42.052,64.26,91,16,2.82,few clouds
552,Turtas,RU,58.9417,69.1325,58.15,75,54,3.38,broken clouds
553,Ngemplak,ID,-7.5497,110.7164,73.8,93,69,2.04,broken clouds
554,Mwaya,TZ,-9.55,33.95,68.05,73,9,2.01,clear sky
555,Aleksandrov Gay,RU,50.147,48.5704,66.76,52,98,6.64,overcast clouds
556,Polunochnoye,RU,60.8697,60.4153,57.88,87,100,2.26,overcast clouds
557,Eskil,TR,38.4017,33.4131,74.32,42,0,8.57,clear sky
558,Itarema,BR,-2.9248,-39.9167,81.43,76,100,12.46,overcast clouds
559,Nome,US,64.5011,-165.4064,64.11,58,0,5.75,clear sky
560,Letnyaya Stavka,RU,45.4306,43.4472,70.54,59,65,6.62,broken clouds
561,Otane,NZ,-39.8833,176.6333,49.01,95,100,5.41,light rain
562,Shatrovo,RU,56.5167,64.6333,62.6,92,100,3.09,moderate rain
563,Caraballeda,VE,10.6112,-66.8522,90.37,57,40,6.91,scattered clouds
564,Richards Bay,ZA,-28.783,32.0377,65.23,65,0,12.5,clear sky
565,Port-Gentil,GA,-0.7193,8.7815,75.16,83,20,6.91,few clouds
566,Barabash,RU,43.2,131.4833,60.37,87,87,2.8,overcast clouds
567,Muli,MV,2.9167,73.5667,83.32,73,83,10.78,broken clouds
568,Tambopata,PE,-12.7333,-69.1833,78.69,65,20,8.05,few clouds
569,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,83,20,18.41,few clouds
570,Berlin,DE,52.5244,13.4105,86.99,48,0,8.99,clear sky
571,Umm Lajj,SA,25.0213,37.2685,88.05,50,0,7.34,clear sky
572,Bunbury,AU,-33.3333,115.6333,59.49,72,81,21.21,broken clouds
573,Nurota,UZ,40.5614,65.6886,82.2,15,0,5.41,clear sky
574,Lugovoy,KZ,42.9472,72.7644,68.4,39,0,7.85,clear sky
575,Lokosovo,RU,61.1333,74.8167,56.75,67,100,4.88,overcast clouds
576,Kirkland Lake,CA,48.1446,-80.0377,61.63,29,0,15.68,clear sky
577,Bay Saint Louis,US,30.3088,-89.33,100.06,47,40,8.05,scattered clouds
578,Kabompo,ZM,-13.5927,24.2008,60.01,51,8,4.81,clear sky
579,Pires Do Rio,BR,-17.2997,-48.2794,80.62,38,8,6.71,clear sky
580,Humaita,BR,-7.5061,-63.0208,92.28,30,84,3.87,broken clouds
581,San Rafael Del Sur,NI,11.8485,-86.4384,82.6,71,100,8.66,overcast clouds
582,Catalao,BR,-18.1658,-47.9464,78.49,42,77,3.78,broken clouds
583,Pietarsaari,FI,63.65,22.6833,57.0,96,100,7.07,overcast clouds
584,Sinjar,IQ,36.3209,41.8754,94.82,16,0,2.42,clear sky
585,Asau,RO,46.4333,26.4,61.29,77,4,4.7,clear sky
586,Artyom,AZ,40.4723,50.333,71.74,72,0,14.72,clear sky
587,Urubicha,BO,-15.3833,-62.95,79.29,46,30,3.62,scattered clouds
588,Pokhara,NP,28.2333,83.9833,72.1,84,64,1.59,broken clouds
589,Qiongshan,CN,20.0058,110.3542,82.38,83,0,6.71,clear sky
590,Segezha,RU,63.7415,34.3222,51.53,80,99,6.33,overcast clouds
591,Auki,SB,-8.7676,160.7034,76.03,87,64,3.98,broken clouds
592,Husavik,IS,66.0449,-17.3389,48.0,67,89,10.31,overcast clouds
593,Broome,US,42.2506,-75.833,59.54,69,100,12.66,overcast clouds
594,Aasiaat,GL,68.7098,-52.8699,34.52,80,22,14.2,few clouds
595,Buin,CL,-33.7333,-70.75,62.92,26,100,1.7,overcast clouds
596,Sarangani,PH,5.4033,125.4636,83.3,69,100,1.01,overcast clouds
597,Ejido,VE,8.5514,-71.2375,77.11,71,100,4.25,overcast clouds
598,Pacocha,PE,-17.5833,-71.3333,66.34,73,100,9.22,overcast clouds
599,Buenos Aires,AR,-34.6132,-58.3772,63.0,33,0,9.22,clear sky
600,Grindavik,IS,63.8424,-22.4338,51.75,87,75,13.8,broken clouds
601,Moose Factory,CA,51.2585,-80.6094,51.8,62,75,10.36,broken clouds
602,Beringovskiy,RU,63.05,179.3167,49.1,73,100,8.61,overcast clouds
603,Sayat,TM,38.7839,63.8803,82.27,15,0,9.19,clear sky
604,Laguna,US,38.421,-121.4238,75.31,43,0,3.44,clear sky
605,Almas,RO,46.2833,22.2333,62.8,69,12,2.46,few clouds
606,Changping,CN,40.2186,116.2197,71.24,70,37,3.24,scattered clouds
607,Luanda,AO,-8.8368,13.2343,70.57,80,100,14.29,overcast clouds
608,Muroto,JP,33.2833,134.15,72.28,90,100,6.51,overcast clouds
609,Nushki,PK,29.5542,66.0215,86.05,12,0,6.76,clear sky
610,Dovbysh,UA,50.3733,27.9874,58.06,84,40,6.53,scattered clouds
611,Mombetsu,JP,44.3525,143.3525,57.81,94,100,5.86,overcast clouds
612,Diamantino,BR,-14.4086,-56.4461,82.6,52,100,5.97,overcast clouds
613,Skibbereen,IE,51.55,-9.2667,58.1,64,100,13.11,overcast clouds
614,Pierre,US,44.3683,-100.351,97.86,32,0,23.02,clear sky
615,Angoram,PG,-4.0625,144.0661,72.37,99,96,1.9,overcast clouds
616,Sept-Iles,CA,50.2001,-66.3821,48.51,75,100,19.71,overcast clouds
617,Javier,PH,8.4889,126.085,72.82,99,29,1.23,scattered clouds
618,Pangnirtung,CA,66.1451,-65.7125,44.6,70,20,13.8,few clouds
619,Ratnagiri,IN,16.9833,73.3,81.57,82,43,5.68,scattered clouds
620,Yerbogachen,RU,61.2767,108.0108,60.22,55,100,5.73,overcast clouds
621,Krasnoselkup,RU,65.7,82.4667,54.77,56,83,8.55,broken clouds
622,Villefranche-Sur-Saone,FR,45.9833,4.7167,90.54,34,0,1.01,clear sky
623,Zhezkazgan,KZ,47.8043,67.7144,76.98,28,99,5.08,overcast clouds
624,Lucea,JM,18.451,-78.1736,84.85,75,100,5.14,overcast clouds
625,Puerto Carreno,CO,6.189,-67.4859,79.14,76,100,5.44,overcast clouds
626,Flin Flon,CA,54.7682,-101.865,73.24,46,75,10.36,broken clouds
627,Nokha,IN,27.6,73.4167,84.92,58,47,13.87,scattered clouds
628,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.57,37,3,3.96,clear sky
629,Dingle,PH,10.9995,122.6711,77.65,88,57,2.06,heavy intensity rain
630,Sambava,MG,-14.2667,50.1667,72.09,88,40,10.13,light rain
631,Tecoanapa,MX,16.5167,-98.75,84.58,64,24,9.95,few clouds
632,Benito Juarez,MX,19.385,-99.165,73.0,43,20,9.22,few clouds
633,Sol-Iletsk,RU,51.1631,54.9918,62.91,76,6,8.34,clear sky
634,Bonga,ET,7.2833,36.2333,59.14,99,71,2.01,light rain
635,Bogorodskoye,RU,56.55,37.8833,54.79,77,100,3.13,overcast clouds
636,Buala,SB,-8.145,159.5921,79.29,80,99,4.9,overcast clouds
637,Narbonne,FR,43.0833,2.8333,79.02,60,3,9.66,clear sky
638,Chiradzulu,MW,-15.6746,35.1407,54.95,85,0,3.0,clear sky
639,Lithakia,GR,37.7167,20.8333,74.57,83,20,0.0,few clouds
640,Murashi,RU,59.3999,48.9615,53.65,80,94,3.67,overcast clouds
641,Calafell,ES,41.2,1.5683,88.41,76,0,7.4,clear sky
642,Nantucket,US,41.2835,-70.0995,69.94,59,100,8.05,overcast clouds
643,Phuket,TH,8.0,98.25,87.13,89,20,2.3,few clouds
644,Banyo,CM,6.75,11.8167,63.68,93,100,2.8,overcast clouds
645,Maamba,ZM,-17.3667,27.15,61.11,68,0,3.11,clear sky
646,Ostrovnoy,RU,68.0531,39.5131,40.15,96,100,9.46,overcast clouds
647,Zyryanka,RU,65.75,150.85,48.96,74,5,1.3,clear sky
648,Lindi,TZ,-10.0,39.7167,68.81,82,17,4.36,few clouds
649,Baruun-Urt,MN,46.6806,113.2792,68.9,45,51,8.57,broken clouds
650,Denpasar,ID,-8.65,115.2167,79.39,81,100,9.44,overcast clouds
651,Kemerovo,RU,55.3333,86.0833,58.69,94,40,7.0,scattered clouds
652,Kamsack,CA,51.5667,-101.9009,75.99,77,100,18.16,overcast clouds
653,Mersing,MY,2.4312,103.8405,75.11,94,20,3.44,few clouds
654,Thanatpin,MM,17.2119,96.3033,78.98,89,96,4.54,overcast clouds
655,Belmonte,BR,-15.8631,-38.8828,76.64,66,0,8.46,clear sky
656,Arman,RU,59.7,150.1667,43.63,94,100,5.03,overcast clouds
657,Chimbote,PE,-9.0853,-78.5783,67.86,66,7,12.35,clear sky
658,Kaliganj,BD,23.4095,89.1402,78.24,86,99,9.06,overcast clouds
659,Morondava,MG,-20.2833,44.2833,71.38,69,0,11.1,clear sky
660,Matagami,CA,49.7502,-77.6328,51.91,50,20,18.41,few clouds
661,Acarau,BR,-2.8856,-40.12,81.97,75,100,12.44,overcast clouds
662,Zabaykalsk,RU,49.6333,117.3167,63.16,61,100,5.61,overcast clouds
663,Naron,ES,43.5167,-8.1528,70.03,84,36,6.38,scattered clouds
664,Kose,TR,40.21,39.6511,56.39,93,2,5.41,clear sky
665,Mehran,IR,33.1222,46.1646,101.52,8,0,12.46,clear sky
666,Saint-Pierre,RE,-21.3393,55.4781,67.91,77,75,8.05,broken clouds
667,Vermillion,US,42.7794,-96.9292,95.16,43,0,17.96,clear sky
668,Half Moon Bay,US,37.4636,-122.4286,73.89,58,0,19.57,clear sky
669,Omboue,GA,-1.5746,9.2618,72.91,81,68,7.74,broken clouds
670,Garner,US,35.7113,-78.6142,89.38,42,0,1.99,clear sky
671,Hammerfest,NO,70.6634,23.6821,54.05,58,40,12.66,scattered clouds
672,Kopavogur,IS,64.1123,-21.913,57.85,71,20,13.8,few clouds
673,Likhoslavl,RU,57.1275,35.464,56.82,74,100,4.09,overcast clouds
674,Grahamstown,ZA,-33.3042,26.5328,53.26,78,100,5.03,overcast clouds
675,Hays,US,30.0502,-98.0336,98.31,38,0,3.0,clear sky
676,Mezofalva,HU,46.9318,18.7718,66.92,48,6,2.42,clear sky
677,Manono,CD,-7.3,27.4167,75.99,39,12,5.64,few clouds
678,Marshfield,US,44.6689,-90.1718,72.48,37,0,10.36,clear sky
679,Luwingu,ZM,-10.2621,29.9271,56.43,53,27,2.01,scattered clouds
680,Trelew,AR,-43.249,-65.3051,50.92,40,100,14.52,overcast clouds
681,Manadhoo,MV,5.7667,73.3833,82.06,76,93,12.24,overcast clouds
682,Kawasaki,JP,35.5206,139.7172,71.11,97,20,4.61,few clouds
683,Tsiroanomandidy,MG,-18.7667,46.0333,66.72,58,98,1.12,overcast clouds
684,Tubara,CO,10.8744,-74.9789,80.91,75,38,9.4,scattered clouds
685,Carpinteria,US,34.3989,-119.5185,80.29,60,0,8.72,clear sky
686,Imbituba,BR,-28.24,-48.6703,61.86,69,0,10.0,clear sky
687,Do Gonbadan,IR,30.3586,50.7981,87.89,15,0,0.0,clear sky
688,Maunabo,PR,18.0072,-65.8993,91.47,77,89,10.0,overcast clouds
689,Noshiro,JP,40.2039,140.0242,62.35,84,44,4.74,scattered clouds
690,Suhbaatar,MN,50.2314,106.2078,59.38,81,100,9.82,overcast clouds
691,Saint Andrews,US,34.0454,-81.1293,96.3,39,40,9.22,scattered clouds
692,Ozernovskiy,RU,51.5,156.5167,47.55,96,100,2.24,light rain
693,Brandfort,ZA,-28.7001,26.4597,44.01,38,99,7.45,overcast clouds
694,Qui Nhon,VN,13.7667,109.2333,80.92,77,7,4.85,clear sky
695,Pimentel,PE,-6.8367,-79.9342,71.89,56,0,21.85,clear sky
696,General Pico,AR,-35.6566,-63.7568,63.27,21,5,6.76,clear sky
697,Zhanakorgan,KZ,43.9098,67.2495,87.31,13,100,9.08,overcast clouds
698,Boone,US,39.0334,-92.3335,90.81,60,0,11.27,clear sky
699,Shingu,JP,33.7333,135.9833,68.14,94,100,3.85,overcast clouds
700,Fairbanks,US,64.8378,-147.7164,70.48,56,0,8.05,smoke
701,Teruel,ES,40.6667,-0.6667,74.12,32,0,15.9,clear sky
702,Pemangkat,ID,1.1667,108.9667,76.62,90,100,4.99,overcast clouds
703,Hami,CN,42.8,93.45,72.23,31,5,7.49,clear sky
704,Sassandra,CI,4.95,-6.0833,77.09,77,83,5.3,broken clouds
705,Turiacu,BR,-1.6633,-45.3717,80.56,78,81,5.93,broken clouds
706,Chimoio,MZ,-19.1164,33.4833,58.86,88,0,2.24,clear sky
707,Korhogo,CI,9.45,-5.6333,73.31,77,92,5.59,overcast clouds
708,Contamana,PE,-7.3333,-75.0167,85.82,59,67,4.29,broken clouds
709,Joshimath,IN,30.5667,79.5667,63.27,84,99,0.96,overcast clouds
710,Labuan,MY,5.2767,115.2417,75.56,94,20,1.14,few clouds
711,Mahibadhoo,MV,3.7833,72.9667,82.81,75,100,11.12,overcast clouds
712,Vanderhoof,CA,54.0166,-124.0198,61.2,62,100,6.44,overcast clouds
